ruleId,ruleDesc,phrase1,operator,phrase2,=>,l1Category,l2Category,returnType,, 
386,None,improve,AND,phone,=>,Agent,Response Time And Efficiency,flag,,
387,None,improve,AND,contact,=>,Agent,Response Time And Efficiency,flag,,
388,None,waiting,AND,line,=>,Agent,Response Time And Efficiency,flag,,
389,None,waiting,AND,line,=>,Agent,Response Time And Efficiency,flag,,
390,None,transferred,AND,several,=>,Process,Transfer,flag,,
391,None,website,AND,confusing,=>,Process,Information,flag,,
392,None,website,AND,confusing,=>,Process,Information,flag,,
393,None,website,AND,misleading,=>,Process,Information,flag,,
394,None,website,AND,misleading,=>,Process,Information,flag,,
395,None,option,AND,immediately,=>,Agent,Response Time And Efficiency,flag,,
396,None,option,AND,immediately,=>,Agent,Response Time And Efficiency,flag,,
397,None,human,AND,helped,=>,Agent,Response Time And Efficiency,flag,,
398,None,human,AND,helped,=>,Agent,Response Time And Efficiency,flag,,
399,None,excellent,AND,service,=>,Agent,Helpfulness,flag,,
400,None,excellent,AND,service,=>,Agent,Helpfulness,flag,,
401,None,satisfied,AND,answer,=>,Agent,Helpfulness,flag,,
402,None,satisfied,AND,answer,=>,Agent,Helpfulness,flag,,
403,None,terrible,AND,service,=>,Agent,Resolution,flag,,
404,None,terrible,AND,service,=>,Agent,Resolution,flag,,
405,None,ability,AND,resolving,=>,Agent,Resolution,flag,,
406,None,ability,AND,resolving,=>,Agent,Resolution,flag,,
407,None,operators,AND,resolving,=>,Agent,Resolution,flag,,
408,None,operators,AND,resolving,=>,Agent,Resolution,flag,,
409,None,send,AND,transcript,=>,Agent,Resolution,flag,,
410,None,problem,AND,unresolved,=>,Agent,Resolution,flag,,
411,None,problem,AND,unresolved,=>,Agent,Resolution,flag,,
412,None,helped,AND,previously,=>,Agent,Resolution,flag,,
413,None,helped,AND,phone,=>,Agent,Resolution,flag,,
414,None,website,AND,frustrating,=>,Tech,Product,flag,,
415,None,website,AND,frustrating,=>,Tech,Product,flag,,
416,None,waiting,AND,confirmation,=>,Agent,Resolution,flag,,
417,None,waiting,AND,confirmation,=>,Agent,Resolution,flag,,
418,None,billing,AND,confusing,=>,Product/plan,Pricing,flag,,
419,None,billing,AND,confusing,=>,Product/plan,Pricing,flag,,
420,None,provide,AND,choice,=>,Process,Information,flag,,
421,None,provide,AND,choice,=>,Process,Information,flag,,
422,None,webpage,AND,confusing,=>,Process,Information,flag,,
423,None,webpage,AND,confusing,=>,Process,Information,flag,,
424,None,service,AND,hopeless,=>,Agent,Resolution,flag,,
425,None,offer,AND,Plan,=>,Company,Company,flag,,
426,None,offer,AND,Plan,=>,Company,Company,flag,,
427,None,review,AND,Plan,=>,Company,Company,flag,,
428,None,review,AND,Plan,=>,Company,Company,flag,,
429,None,easily,AND,accessible,=>,Agent,Availability,flag,,
430,None,easily,AND,accessible,=>,Agent,Availability,flag,,
431,None,improve,AND,experience,=>,Agent,Resolution,flag,,
432,None,improve,AND,technology,=>,Agent,Resolution,flag,,
433,None,improve,AND,technology,=>,Agent,Resolution,flag,,
434,None,still,AND,hold,=>,Agent,Resolution,flag,,
435,None,still,AND,hold,=>,Agent,Resolution,flag,,
436,None,responsibility,AND,resolve,=>,Agent,Resolution,flag,,
437,None,responsibility,AND,resolve,=>,Agent,Resolution,flag,,
438,None,mobile,AND,plans,=>,Tech,Product,flag,,
439,None,mobile,AND,plans,=>,Tech,Product,flag,,
440,None,mobile,AND,plans,=>,Tech,Product,flag,,
441,None,stop,AND,bill,=>,Product/plan,Pricing,flag,,
442,None,stop,AND,bill,=>,Product/plan,Pricing,flag,,
443,None,serve,AND,resolution,=>,Agent,Resolution,flag,,
444,None,serve,AND,resolution,=>,Agent,Resolution,flag,,
445,None,responding,AND,well,=>,Agent,Response Time And Efficiency,flag,,
446,None,responding,AND,well,=>,Agent,Response Time And Efficiency,flag,,
447,None,staff,AND,paitience,=>,Agent,Helpfulness,flag,,
448,None,staff,AND,paitience,=>,Agent,Helpfulness,flag,,
449,None,good,AND,chat,=>,Agent,Helpfulness,flag,,
450,None,good,AND,chat,=>,Agent,Helpfulness,flag,,
451,None,best,AND,experience,=>,Agent,Helpfulness,flag,,
452,None,client ,AND,experience,=>,Agent,Helpfulness,flag,,
453,None,most,AND,helpful,=>,Agent,Helpfulness,flag,,
454,None,enough,AND,scope,=>,Agent,Resolution,flag,,
455,None,enough,AND,scope,=>,Agent,Resolution,flag,,
456,None,website,AND,busy,=>,Process,Information,flag,,
457,None,website,AND,busy,=>,Process,Information,flag,,
458,None,trouble,AND,calling,=>,Agent,Resolution,flag,,
459,None,trouble,AND,calling,=>,Agent,Resolution,flag,,
460,None,receipt,AND,recharges,=>,Product/plan,Pricing,flag,,
461,None,receipt,AND,recharges,=>,Product/plan,Pricing,flag,,
462,None,receipt,AND,online,=>,Product/plan,Pricing,flag,,
463,None,receipt,AND,online,=>,Product/plan,Pricing,flag,,
464,None,technical,AND,service,=>,Agent,Availability,flag,,
465,None,help,AND,plans,=>,Company,Company,flag,,
466,None,phone,AND,centre,=>,Agent,Response Time And Efficiency,flag,,
467,None,phone,AND,centre,=>,Agent,Response Time And Efficiency,flag,,
468,None,not,AND,sorry,=>,Agent,Communication,flag,,
469,None,bit,AND,slow,=>,Agent,Response Time And Efficiency,flag,,
470,None,bit,AND,slow,=>,Agent,Response Time And Efficiency,flag,,
471,None,bit,AND,slow,=>,Agent,Response Time And Efficiency,flag,,
472,None,couldn't ,AND,help,=>,Agent,Resolution,flag,,
473,None,couldn't ,AND,help,=>,Agent,Resolution,flag,,
474,None,couldn't ,AND,help,=>,Agent,Resolution,flag,,
475,None,couldn't ,AND,serviced,=>,Agent,Resolution,flag,,
476,None,couldn't ,AND,serviced,=>,Agent,Resolution,flag,,
477,None,couldn't ,AND,serviced,=>,Agent,Resolution,flag,,
478,None,Agent,AND,trained,=>,Agent,Comprehension,flag,,
479,None,Agent,AND,trained,=>,Agent,Comprehension,flag,,
480,None,answered,AND,good ,=>,Agent,Helpfulness,flag,,
481,None,answered,AND,good ,=>,Agent,Helpfulness,flag,,
482,None,couldn't ,AND,assist,=>,Agent,Resolution,flag,,
483,None,couldn't ,AND,assist,=>,Agent,Resolution,flag,,
484,None,couldn't ,AND,assist,=>,Agent,Resolution,flag,,
485,None,terrible,AND,comprehend,=>,Agent,Comprehension,flag,,
486,None,terrible,AND,comprehend,=>,Agent,Comprehension,flag,,
487,None,comprehend,AND,English,=>,Agent,Comprehension,flag,,
488,None,comprehend,AND,English,=>,Agent,Comprehension,flag,,
489,None,real,AND,help,=>,Agent,Resolution,flag,,
490,None,real ,AND,help,=>,Agent,Resolution,flag,,
491,None,real ,AND,help,=>,Agent,Resolution,flag,,
492,None,operative ,AND,great,=>,Agent,Helpfulness,flag,,
493,None,operative ,AND,great,=>,Agent,Helpfulness,flag,,
494,None,attendent,AND,helpful,=>,Agent,Helpfulness,flag,,
495,None,attendent,AND,helpful,=>,Agent,Helpfulness,flag,,
496,None,extremly,AND,helpful,=>,Agent,Helpfulness,flag,,
497,None,extremly,AND,helpful,=>,Agent,Helpfulness,flag,,
498,None,fixed,AND,problem,=>,Agent,Resolution,flag,,
499,None,fixed,AND,problem,=>,Agent,Resolution,flag,,
500,None,service,AND,outstanding,=>,Agent,Helpfulness,flag,,
501,None,service,AND,outstanding,=>,Agent,Helpfulness,flag,,
502,None,service,AND,disappointing,=>,Company,Poor,flag,,
503,None,service,AND,disappointing,=>,Company,Poor,flag,,
504,None,service,AND,fixed,=>,Agent,Resolution,flag,,
505,None,emailing ,AND,option,=>,Process,Information,flag,,
506,None,fix,AND,account,=>,Agent,Resolution,flag,,
507,None,worse,AND,website,=>,Process,Information,flag,,
508,None,fix,AND,account,=>,Agent,Resolution,flag,,
509,None,connects,AND,phone,=>,Agent,Availability,flag,,
510,None,connects,AND,phone,=>,Agent,Availability,flag,,
511,None,need,AND,enquiry,=>,Agent,Availability,flag,,
512,None,need,AND,enquiry,=>,Agent,Availability,flag,,
513,None,need,AND,enquiry,=>,Agent,Availability,flag,,
514,None,long,AND,time,=>,Agent,Response Time And Efficiency,flag,,
515,None,long,AND,time,=>,Agent,Response Time And Efficiency,flag,,
516,None,long,AND,time,=>,Agent,Response Time And Efficiency,flag,,
517,None,told,AND,call,=>,Agent,Resolution,flag,,
518,None,internet,AND,service,=>,Agent,Resolution,flag,,
519,None,internet,AND,service,=>,Agent,Resolution,flag,,
520,None,time,AND,waster,=>,Agent,Response Time And Efficiency,flag,,
521,None,time,AND,waster,=>,Agent,Response Time And Efficiency,flag,,
522,None,resolve,AND,login,=>,Agent,Login Issue,flag,,
523,None,resolve,AND,login,=>,Agent,Login Issue,flag,,
524,None,login,AND,problem,=>,Agent,Login Issue,flag,,
525,None,login,AND,problem,=>,Agent,Login Issue,flag,,
526,None,please,AND,call,=>,Process,Transfer,flag,,
527,None,please,AND,call,=>,Process,Transfer,flag,,
528,None,please,AND,call,=>,Process,Transfer,flag,,
529,None,told,AND,contact,=>,Process,Transfer,flag,,
530,None,told,AND,contact,=>,Process,Transfer,flag,,
531,None,call,AND,contact,=>,Process,Transfer,flag,,
532,None,pointless,AND,service,=>,Agent,Resolution,flag,,
533,None,pointless,AND,service,=>,Agent,Resolution,flag,,
534,None,pointless,AND,service,=>,Agent,Resolution,flag,,
535,None,not,AND,impressed,=>,Company,Poor,flag,,
536,None,not,AND,impressed,=>,Company,Poor,flag,,
537,None,shit,AND,shit,=>,Company,Poor,flag,,
538,None,half,AND,service,=>,Agent,Resolution,flag,,
539,None,half,AND,service,=>,Agent,Resolution,flag,,
540,None,half,AND,servie,=>,Agent,Resolution,flag,,
541,None,arse,AND,service,=>,Agent,Resolution,flag,,
542,None,arse,AND,service,=>,Agent,Resolution,flag,,
543,None,did not ,AND,access,=>,Agent,Authorization,flag,,
544,None,did not ,AND,access,=>,Agent,Authorization,flag,,
545,None,should ,AND,called,=>,Agent,Availability,flag,,
546,None,should ,AND,called,=>,Agent,Availability,flag,,
547,None,wrong ,AND,dept,=>,Process,Transfer,flag,,
548,None,wrong ,AND,dept,=>,Process,Transfer,flag,,
549,None,chat,AND,cant help,=>,Agent,Resolution,flag,,
550,None,chat,AND,cant help,=>,Agent,Resolution,flag,,
551,None,transferred,AND,tech support,=>,Process,Transfer,flag,,
552,None,transferred,AND,tech support,=>,Process,Transfer,flag,,
553,None,transferring,AND,phone,=>,Process,Transfer,flag,,
554,None,transferring,AND,phone,=>,Process,Transfer,flag,,
555,None,company,AND,rubbish,=>,Company,Poor,flag,,
556,None,company,AND,rubbish,=>,Company,Poor,flag,,
557,None,very not,AND,resolved,=>,Agent,Resolution,flag,,
558,None,very not,AND,resolved,=>,Agent,Resolution,flag,,
559,None,very not,AND,resolved,=>,Agent,Resolution,flag,,
560,None,lack,AND,answer,=>,Agent,Knowledge,flag,,
561,None,lack,AND,answer,=>,Agent,Knowledge,flag,,
562,None,call centre,AND,helpful,=>,Agent,Helpfulness,flag,,
563,None,call centre,AND,helpful,=>,Agent,Helpfulness,flag,,
564,None,frustrated,AND,lack,=>,Agent,Knowledge,flag,,
565,None,frustrated,AND,answer,=>,Agent,Knowledge,flag,,
566,None,frustrated,AND,answer,=>,Agent,Knowledge,flag,,
567,None,doesn't,AND,solve,=>,Agent,Resolution,flag,,
568,None,doesn't,AND,solve,=>,Agent,Resolution,flag,,
569,None,doesn't,AND,solve,=>,Agent,Resolution,flag,,
570,None,directed,AND,technical,=>,Process,Transfer,flag,,
571,None,directed,AND,technical,=>,Process,Transfer,flag,,
572,None,technical,AND,support,=>,Process,Transfer,flag,,
573,None,technical,AND,support,=>,Process,Transfer,flag,,
574,None,technical,AND,support,=>,Process,Transfer,flag,,
575,None,wait,AND,tomorrow,=>,Agent,Unavailablity,flag,,
576,None,technical support,AND,not open,=>,Agent,Unavailablity,flag,,
577,None,technical support,AND,not open,=>,Agent,Unavailablity,flag,,
578,None,having,AND,call,=>,Process,Transfer,flag,,
579,None,having,AND,call,=>,Process,Transfer,flag,,
580,None,having,AND,call,=>,Process,Transfer,flag,,
581,None,having,AND,call,=>,Process,Transfer,flag,,
582,None,needed,AND,phone call,=>,Agent,Availability,flag,,
583,None,needed,AND,phone call,=>,Agent,Availability,flag,,
584,None,chatting,AND,robot,=>,Process,Automation,flag,,
585,None,chatting,AND,robot,=>,Process,Automation,flag,,
586,None,real,AND,person,=>,Process,Automation,flag,,
587,None,real,AND,person,=>,Process,Automation,flag,,
588,None,real,AND,person,=>,Process,Automation,flag,,
589,None,problem,AND,landline,=>,Agent,Resolution,flag,,
590,None,problem,AND,landline,=>,Agent,Resolution,flag,,
591,None,problem,AND,internet,=>,Agent,Resolution,flag,,
592,None,problem,AND,internet,=>,Agent,Resolution,flag,,
593,None,amount,AND,time,=>,Product/plan,Pricing,flag,,
594,None,amount,AND,time,=>,Product/plan,Pricing,flag,,
595,None,ridiculous,AND,amount,=>,Product/plan,Pricing,flag,,
596,None,ridiculous,AND,amount,=>,Product/plan,Pricing,flag,,
597,None,ridiculous,AND,amount,=>,Product/plan,Pricing,flag,,
598,None,offered,AND,transfer,=>,Process,Transfer,flag,,
599,None,offered,AND,transfer,=>,Process,Transfer,flag,,
600,None,offered,AND,transfer,=>,Process,Transfer,flag,,
601,None,someone,AND,respond,=>,Agent,Response Time And Efficiency,flag,,
602,None,someone,AND,respond,=>,Agent,Response Time And Efficiency,flag,,
603,None,someone,AND,respond,=>,Agent,Response Time And Efficiency,flag,,
604,None,someone,AND,respond,=>,Agent,Response Time And Efficiency,flag,,
605,None,approprietly ,AND,query,=>,Agent,Response Time And Efficiency,flag,,
606,None,approprietly ,AND,query,=>,Agent,Response Time And Efficiency,flag,,
607,None,transaction,AND,helpful,=>,Agent,Helpfulness,flag,,
608,None,transaction,AND,helpful,=>,Agent,Helpfulness,flag,,
609,None,chat,AND,technical support,=>,Process,Transfer,flag,,
610,None,chat,AND,technical support,=>,Process,Transfer,flag,,
611,None,billing,AND,staff,=>,Agent,Unavailablity,flag,,
612,None,billing,AND,staff,=>,Agent,Unavailablity,flag,,
613,None,need,AND,staff,=>,Agent,Unavailablity,flag,,
614,None,need,AND,staff,=>,Agent,Unavailablity,flag,,
615,None,need,AND,staff,=>,Agent,Unavailablity,flag,,
616,None,staff,AND,chat support,=>,Agent,Unavailablity,flag,,
617,None,staff,AND,chat support,=>,Agent,Unavailablity,flag,,
618,None,having,AND,difficulty,=>,Agent,Resolution,flag,,
619,None,having,AND,difficulty,=>,Agent,Resolution,flag,,
620,None,second,AND,contact,=>,Process,Transfer,flag,,
621,None,second,AND,contact,=>,Process,Transfer,flag,,
622,None,representative,AND,hopeless,=>,Agent,Comprehension,flag,,
623,None,representative,AND,hopeless,=>,Agent,Comprehension,flag,,
624,None,hopeless,AND,hopeless,=>,Company,Company,flag,,
625,None,hopeless,AND,hopeless,=>,Company,Company,flag,,
626,None,hopeless,AND,hopeless,=>,Company,Company,flag,,
627,None,horrible,AND,horrible,=>,Company,Company,flag,,
628,None,horrible,AND,horrible,=>,Company,Company,flag,,
629,None,horrible,AND,horrible,=>,Company,Company,flag,,
630,None,horrible,AND,horrible,=>,Company,Company,flag,,
631,None,it was,AND,shit,=>,Company,Poor,flag,,
632,None,it was,AND,shit,=>,Company,Poor,flag,,
633,None,it was,AND,shit,=>,Company,Poor,flag,,
634,None,No,AND,working,=>,Tech,Issue,flag,,
635,None,No,AND,working,=>,Tech,Issue,flag,,
636,None,No,AND,working,=>,Tech,Issue,flag,,
637,None,raoming,AND,killing,=>,Company,Poor,flag,,
638,None,roaming,AND,killing,=>,Company,Poor,flag,,
639,None,again,AND,No use,=>,Agent,Resolution,flag,,
640,None,again,AND,No use,=>,Agent,Resolution,flag,,
641,None,couldn't ,AND,talk,=>,Agent,Unavailablity,flag,,
642,None,couldn't ,AND,talk,=>,Agent,Unavailablity,flag,,
643,None,no,AND,service skills,=>,Agent,Knowledge,flag,,
644,None,no ,AND,service skills,=>,Agent,Knowledge,flag,,
645,None,not  have,AND,skills,=>,Agent,Knowledge,flag,,
646,None,service,AND,skills,=>,Agent,Knowledge,flag,,
647,None,option,AND,email,=>,Process,Followup request,flag,,
648,None,option,AND,email,=>,Process,Followup request,flag,,
649,None,email  ,AND,emailed,=>,Process,Followup request,flag,,
650,None,stock,AND,limited,=>,Product/plan,Unavailablity,flag,,
651,None,stock,AND,limited,=>,Product/plan,Unavailablity,flag,,
652,None,stock,AND,limited,=>,Product/plan,Unavailablity,flag,,
653,None,stock,AND,providers,=>,Product/plan,Unavailablity,flag,,
654,None,stock,AND,providers,=>,Product/plan,Unavailablity,flag,,
655,None,misrep,AND,store,=>,Agent,Untruthfullness,flag,,
656,None,misrep,AND,store,=>,Agent,Untruthfullness,flag,,
657,None,worst,AND,providers,=>,Company,Company,flag,,
658,None,worst,AND,providers,=>,Company,Company,flag,,
659,None,worst,AND,providers,=>,Company,Company,flag,,
660,None,contact,AND,emailed,=>,Process,Followup request,flag,,
661,None,contact,AND,emailed,=>,Process,Followup request,flag,,
662,None,calling,AND,tomorrow,=>,Agent,Availability,flag,,
663,None,calling,AND,tomorrow,=>,Agent,Availability,flag,,
664,None,got,AND,transferred,=>,Process,Transfer,flag,,
665,None,got,AND,transferred,=>,Process,Transfer,flag,,
666,None,move,AND,move,=>,Company,Company,flag,,
667,None,move,AND,move,=>,Company,Company,flag,,
668,None,totally,AND,useless,=>,Company,Poor,flag,,
669,None,totally,AND,useless,=>,Company,Poor,flag,,
670,None,representative,AND,friendly,=>,Agent,Helpfulness,flag,,
671,None,representative,AND,friendly,=>,Agent,Helpfulness,flag,,
672,None,no,AND,useful,=>,Agent,Resolution,flag,,
673,None,no,AND,useful,=>,Agent,Resolution,flag,,
674,None,no,AND,idea,=>,Agent,Knowledge,flag,,
675,None,no,AND,idea,=>,Agent,Knowledge,flag,,
676,None,no,AND,idea,=>,Agent,Knowledge,flag,,
677,None,extremly,AND,disappointed,=>,Company,Poor,flag,,
678,None,extremly,AND,disappointed,=>,Company,Poor,flag,,
679,None,extremly,AND,disappointed,=>,Company,Poor,flag,,
680,None,disappointed,AND,service,=>,Company,Poor,flag,,
681,None,disappointed,AND,service,=>,Company,Poor,flag,,
682,None,understand,AND,service,=>,Agent,Understanding,flag,,
683,None,understand,AND,service,=>,Agent,Understanding,flag,,
684,None,understand,AND,customer,=>,Agent,Understanding,flag,,
685,None,understand,AND,customer,=>,Agent,Understanding,flag,,
686,None,upgrade,AND,website,=>,Company,Company,flag,,
687,None,upgrade,AND,website,=>,Company,Company,flag,,
688,None,upgrade,AND,upgrade,=>,Company,Company,flag,,
689,None,upgrade,AND,upgrade,=>,Company,Company,flag,,
690,None,trying,AND,unlock,=>,Agent,Resolution,flag,,
691,None,trying,AND,unlock,=>,Agent,Resolution,flag,,
692,None,sytem,AND,crashed,=>,Tech,Issue,flag,,
693,None,sytem,AND,crashed,=>,Tech,Issue,flag,,
694,None,crashed,AND,typing,=>,Tech,Issue,flag,,
695,None,crashed,AND,typing,=>,Tech,Issue,flag,,
696,None,wait,AND,twice,=>,Agent,Availability,flag,,
697,None,wait,AND,twice,=>,Agent,Availability,flag,,
698,None,service,AND,limbo,=>,Agent,Resolution,flag,,
699,None,service,AND,limbo,=>,Agent,Resolution,flag,,
700,None,tried,AND,online,=>,Agent,Resolution,flag,,
701,None,tried,AND,online,=>,Agent,Resolution,flag,,
702,None,links,AND,didn’t work,=>,Company,Company,flag,,
703,None,links,AND,didn’t work,=>,Company,Company,flag,,
704,None,wait,AND,speak,=>,Agent,Availability,flag,,
705,None,wait,AND,speak,=>,Agent,Availability,flag,,
706,None,operator,AND,couldn't answer,=>,Agent,Knowledge,flag,,
707,None,transferred,AND,internet section,=>,Process,Transfer,flag,,
708,None,transferred,AND,internet section,=>,Process,Transfer,flag,,
709,None,phonecall,AND,Muzak,=>,Process,Automation,flag,,
710,None,human,AND,contact,=>,Process,Automation,flag,,
711,None,human,AND,contact,=>,Process,Automation,flag,,
712,None,phonecall,AND,Muzak,=>,Process,Automation,flag,,
713,None,know,AND,happening,=>,Agent,Knowledge,flag,,
714,None,know,AND,happening,=>,Agent,Knowledge,flag,,
715,None,lines,AND,busy,=>,Agent,Availability,flag,,
716,None,lines,AND,busy,=>,Agent,Availability,flag,,
717,None,continued,AND,poor,=>,Company,Poor,flag,,
718,None,continued,AND,poor,=>,Company,Poor,flag,,
719,None,minutes,AND,hold,=>,Agent,Availability,flag,,
720,None,minutes,AND,hold,=>,Agent,Availability,flag,,
721,None,pages,AND,busy,=>,Company,Company,flag,,
722,None,pages,AND,busy,=>,Company,Company,flag,,
723,None,pages,AND,fonts,=>,Company,Company,flag,,
724,None,pages,AND,fonts,=>,Company,Company,flag,,
725,None,not,AND,repeat,=>,Agent,Communication,flag,,
726,None,not,AND,repeat,=>,Agent,Communication,flag,,
727,None,long,AND,waiting,=>,Agent,Resolution,flag,,
728,None,doesn't,AND,mobile,=>,Tech,Product Knowledge,flag,,
729,None,know,AND,plans,=>,Tech,Product Knowledge,flag,,
730,None,know,AND,plans,=>,Tech,Product Knowledge,flag,,
731,None,doesn't,AND,mobile,=>,Tech,Product Knowledge,flag,,
732,None,mobile,AND,Plans,=>,Tech,Product Knowledge,flag,,
733,None,doesn't,AND,plans,=>,Tech,Product Knowledge,flag,,
734,None,not,AND,help,=>,Agent,Resolution,flag,,
735,None,not,AND,help,=>,Agent,Resolution,flag,,
736,None,good,AND,service,=>,Agent,Resolution,flag,,
737,None,good,AND,help,=>,Agent,Resolution,flag,,
738,None,best,AND,service,=>,Agent,Resolution,flag,,
739,None,best,AND,client,=>,Agent,Resolution,flag,,
740,None,awesome,AND,service,=>,Agent,Resolution,flag,,
741,None,awesome,AND,service,=>,Agent,Resolution,flag,,
742,None,incorrect,AND,infor,=>,Tech,Product Knowledge,flag,,
743,None,incorrect,AND,information,=>,Tech,Product Knowledge,flag,,
744,None,incorrect,AND,inforation,=>,Tech,Product Knowledge,flag,,
745,None,incorrect,AND,informtion,=>,Tech,Product Knowledge,flag,,
746,None,incorrect,AND,infromation,=>,Tech,Product Knowledge,flag,,
747,None,incorrect,AND,infortionm,=>,Tech,Product Knowledge,flag,,
748,None,incorrect,AND,inofotion,=>,Tech,Product Knowledge,flag,,
749,None,incorrect,AND,informations,=>,Tech,Product Knowledge,flag,,
750,None,incorrect,AND,infortions,=>,Tech,Product Knowledge,flag,,
751,None,incorrect,AND,imformation,=>,Tech,Product Knowledge,flag,,
752,None,incorrect,AND,informaition,=>,Tech,Product Knowledge,flag,,
753,None,bit,AND,slow,=>,Agent,Resolution,flag,,
754,None,bit,AND,slow,=>,Agent,Resolution,flag,,
755,None,bit,AND,slow,=>,Agent,Resolution,flag,,
756,None,call back,AND,business hour,=>,Agent,Resolution,flag,,
757,None,call back,AND,business hour,=>,Agent,Resolution,flag,,
758,None,call back,AND,later,=>,Agent,Resolution,flag,,
759,None,call back,AND,later,=>,Agent,Resolution,flag,,
760,None,waste of,AND,time,=>,Agent,Resolution,flag,,
761,None,waste of,AND,time,=>,Agent,Resolution,flag,,
762,None,waste of,AND,time,=>,Agent,Resolution,flag,,
763,None,crap,AND,service,=>,Agent,Resolution,flag,,
764,None,crap,AND,service,=>,Agent,Resolution,flag,,
765,None,crap,AND,service,=>,Agent,Resolution,flag,,
766,None,great,AND,service,=>,Agent,Resolution,flag,,
767,None,great,AND,service,=>,Agent,Resolution,flag,,
768,None,great,AND,service,=>,Agent,Resolution,flag,,
769,None,perfect,AND,service,=>,Agent,Resolution,flag,,
770,None,perfect,AND,service,=>,Agent,Resolution,flag,,
771,None,perfect,AND,service,=>,Agent,Resolution,flag,,
772,None,perfect,AND,service,=>,Agent,Resolution,flag,,
773,None,excellent,AND,service,=>,Agent,Resolution,flag,,
774,None,excellent,AND,service,=>,Agent,Resolution,flag,,
775,None,excellent,AND,service,=>,Agent,Resolution,flag,,
776,None,excellent,AND,service,=>,Agent,Resolution,flag,,
777,None,still no,AND,delivery,=>,Agent,Resolution,flag,,
778,None,still no,AND,delivery,=>,Agent,Resolution,flag,,
779,None,still no,AND,delivery,=>,Agent,Resolution,flag,,
780,None,still no,AND,delivery,=>,Agent,Resolution,flag,,
781,None,no grammer,AND,spelling,=>,Agent,Communication,flag,,
782,None,no grammer,AND,spelling,=>,Agent,Communication,flag,,
783,None,no grammer,AND,spelling,=>,Agent,Communication,flag,,
784,None,no grammer,AND,spelling,=>,Agent,Communication,flag,,
785,None,left,AND,dumbfounded,=>,Agent,Communication,flag,,
786,None,left,AND,dumb,=>,Agent,Communication,flag,,
787,None,left,AND,dumdfounded,=>,Agent,Communication,flag,,
788,None,left,AND,dumbfounded,=>,Agent,Communication,flag,,
789,None,left,AND,dumbfounded,=>,Agent,Communication,flag,,
